line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
ФИЛЁВСКАЯ,Фили - Фили,22.0,34.0,0.0,6.0,12.0,5.0,5.0,3.0,4.0,2023,1,30,0
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,6.0,1399.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,7,24,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,17.0,372.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,4,12,0
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,17.0,383.0,0.0,3.0,4.0,6.0,6.0,3.0,5.0,2023,2,13,0
ЗАМОСКВОРЕЦКАЯ,Сокол - Сокол,21.0,827.0,0.0,4.0,6.0,10.0,10.0,4.0,3.0,2023,3,30,0
КАЛУЖСКО-РИЖСКАЯ,Новоясеневская - Новоясеневская,18.0,207.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,7,15,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,17.0,891.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,27,0
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,6.0,135.0,,,,,,,,2023,5,27,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,5.0,56.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,1,15,1
ТАГАНСК-КРАСНОПР,Улица 1905 года - Улица 1905 года,0.0,70.0,0.0,4.0,0.0,9.0,9.0,4.0,12.0,2023,8,1,2
МИНИМЕТРО,Выставочная - Выставочная,22.0,585.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,2023,1,11,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,6.0,196.0,0.0,3.0,0.0,10.0,10.0,3.0,1.0,2023,7,4,2
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,0.0,30.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,2023,4,30,2
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,13.0,950.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,2,8,0
БКЛ,Шелепиха - Шелепиха,4.0,1.0,,,,,,,,2023,2,3,2
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,6.0,216.0,0.0,5.0,0.0,8.0,8.0,5.0,1.0,2023,1,15,2
ТАГАНСК-КРАСНОПР,Планерная - Планерная,8.0,1401.0,2.0,4.0,2.0,12.0,12.0,4.0,13.0,2023,5,16,1
СОЛНЦЕВСКАЯ ЛИН.,Озёрная - Озёрная,9.0,1144.0,,,,,,,,2023,6,29,0
АРБАТСК-ПОКРОВСК,Славянский бульв - Славянский бульв,22.0,4.0,0.0,4.0,7.0,11.0,11.0,4.0,4.0,2023,1,30,1
БКЛ,Каховская - Каховская,19.0,361.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,3,25,0
БКЛ,Мичурин.пр-т БКЛ - Мичурин.пр-т БКЛ,18.0,185.0,,,,,,,,2023,6,10,0
ЛЮБЛИНСКАЯ,Печатники ЛДЛ - Печатники ЛДЛ,16.0,708.0,0.0,6.0,8.0,12.0,12.0,6.0,13.0,2023,7,29,1
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,4.0,1.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,3,19,2
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,16.0,830.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,2023,7,17,0
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,14.0,781.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,3,13,0
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,0.0,44.0,0.0,4.0,6.0,11.0,11.0,4.0,1.0,2023,1,17,2
ТАГАНСК-КРАСНОПР,Беговая - Беговая,7.0,330.0,2.0,4.0,0.0,7.0,7.0,4.0,13.0,2023,4,14,1
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,23.0,100.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,2,5,0
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,12.0,735.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,7,29,1
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,21.0,372.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,2,15,0
СОКОЛЬНИЧЕСКАЯ,Комсомольск. СЛ - Комсомольск. СЛ,5.0,558.0,0.0,4.0,5.0,15.0,15.0,4.0,5.0,2023,5,19,1
ТАГАНСК-КРАСНОПР,Выхино - Выхино,0.0,20.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,4,19,2
КАЛИНИНСКАЯ,Новокосино - Новокосино,7.0,1019.0,,,,,,,,2023,3,19,0
ФИЛЁВСКАЯ,Кунцевская - Кунцевская,19.0,251.0,,,,,,,,2023,3,23,0
СОКОЛЬНИЧЕСКАЯ,Университет - Университет,16.0,1069.0,0.0,4.0,0.0,10.0,10.0,6.0,2.0,2023,7,28,1
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,6.0,588.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,2,22,1
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,5.0,174.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,1,4,2
ЗАМОСКВОРЕЦКАЯ,Павелецкая ЗЛ - Павелецкая ЗЛ,23.0,450.0,0.0,4.0,3.0,7.0,7.0,4.0,5.0,2023,7,26,0
ЛЮБЛИНСКАЯ,Сретенский б-р - Сретенский б-р,13.0,180.0,0.0,4.0,6.0,7.0,7.0,4.0,5.0,2023,6,24,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,19.0,441.0,1.0,4.0,5.0,11.0,11.0,4.0,12.0,2023,5,28,1
ЗАМОСКВОРЕЦКАЯ,Павелецкая ЗЛ - Павелецкая ЗЛ,20.0,1228.0,0.0,4.0,3.0,7.0,7.0,4.0,5.0,2023,7,29,0
АРБАТСК-ПОКРОВСК,Волоколамская - Волоколамская,7.0,369.0,0.0,0.0,5.0,12.0,12.0,4.0,0.0,2023,7,2,2
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,5.0,16.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,24,2
ЛЮБЛИНСКАЯ,Люблино - Люблино,23.0,161.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,1,18,1
АРБАТСК-ПОКРОВСК,Строгино - Строгино,6.0,756.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,6,21,1
СЕРПУХОВ-ТИМИРЯЗ,Тимирязевская - Тимирязевская,15.0,962.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,6,27,1
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,19.0,925.0,0.0,3.0,4.0,5.0,5.0,3.0,2.0,2023,6,2,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,5.0,276.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,5,15,1
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,10.0,397.0,0.0,3.0,8.0,4.0,4.0,3.0,13.0,2023,3,9,2
БКЛ,Пр-т Вернад. БКЛ - Пр-т Вернад. БКЛ,19.0,169.0,,,,,,,,2023,5,4,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,2.0,7.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,2,23,2
СОКОЛЬНИЧЕСКАЯ,Юго-западная - Юго-западная,23.0,375.0,0.0,4.0,0.0,10.0,10.0,4.0,2.0,2023,1,25,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,22.0,552.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,6,18,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,0.0,24.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,3,9,2
СОЛНЦЕВСКАЯ ЛИН.,Деловой центр КС - Деловой центр КС,9.0,179.0,,,,,,,,2023,1,16,2
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,5.0,457.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,6,13,1
МИНИМЕТРО,Выставочная - Выставочная,10.0,243.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,2023,4,11,2
КАЛИНИНСКАЯ,Новокосино - Новокосино,2.0,1.0,,,,,,,,2023,4,18,2
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,23.0,133.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,1,28,0
АРБАТСК-ПОКРОВСК,Бауманская - Бауманская,16.0,1477.0,0.0,4.0,0.0,9.0,9.0,6.0,5.0,2023,7,2,1
МЦК,Зорге МЦК - Зорге МЦК,14.0,211.0,,,,,,,,2023,2,16,0
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,13.0,317.0,,,,,,,,2023,5,29,0
МЦК,Панфиловская МЦК - Панфиловская МЦК,21.0,107.0,,,,,,,,2023,1,6,0
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,10.0,1183.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,4,6,0
ЛЮБЛИНСКАЯ,Кожуховская - Кожуховская,23.0,284.0,0.0,2.0,7.0,7.0,7.0,2.0,5.0,2023,3,14,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,23.0,345.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,5,16,0
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,17.0,1418.0,0.0,3.0,0.0,8.0,8.0,3.0,3.0,2023,8,12,0
ЛЮБЛИНСКАЯ,Борисово - Борисово,15.0,195.0,0.0,4.0,6.0,9.0,9.0,4.0,12.0,2023,4,26,1
ФИЛЁВСКАЯ,Пионерская - Пионерская,5.0,19.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,2,3,2
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,3.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,17.0,2023,2,17,2
МЦК,Пл. Гагарина МЦК - Пл. Гагарина МЦК,13.0,189.0,,,,,,,,2023,3,13,0
ТАГАНСК-КРАСНОПР,Пролетарская - Пролетарская,10.0,794.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,5,23,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,16.0,361.0,0.0,6.0,5.0,9.0,9.0,4.0,13.0,2023,6,21,1
ТАГАНСК-КРАСНОПР,Выхино - Выхино,16.0,1031.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,3,6,0
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,1.0,6.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,9,2
МИНИМЕТРО,Международная - Международная,11.0,92.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,7,5,2
БКЛ,Авиамоторная БКЛ - Авиамоторная БКЛ,5.0,31.0,,,,,,,,2023,2,9,2
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,20.0,389.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,6,18,0
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,3.0,3.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,1,27,2
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,15.0,177.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,3,6,0
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,20.0,598.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2023,6,16,0
КАЛУЖСКО-РИЖСКАЯ,Профсоюзная - Профсоюзная,9.0,1484.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,3,21,0
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,8.0,978.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,7,2,1
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,6.0,238.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,5,12,2
ЗАМОСКВОРЕЦКАЯ,Динамо - Динамо,20.0,653.0,0.0,4.0,0.0,12.0,12.0,6.0,1.0,2023,1,10,1
МЦК,Андроновка МЦК - Андроновка МЦК,23.0,26.0,,,,,,,,2023,3,29,0
МЦК,Верхн. Котлы МЦК - Верхн. Котлы МЦК,16.0,1218.0,,,,,,,,2023,1,23,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,12.0,982.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,6,20,0
ЛЮБЛИНСКАЯ,Окружная - Окружная,23.0,173.0,,,,,,,,2023,8,12,0
ТАГАНСК-КРАСНОПР,Беговая - Беговая,1.0,2.0,2.0,4.0,0.0,7.0,7.0,4.0,12.0,2023,4,20,2
КАЛУЖСКО-РИЖСКАЯ,Шаболовская - Шаболовская,0.0,144.0,0.0,4.0,10.0,7.0,7.0,4.0,5.0,2023,3,27,2
КАЛИНИНСКАЯ,Третьяковск.КалЛ - Третьяковск.КалЛ,0.0,263.0,0.0,4.0,8.0,8.0,8.0,4.0,5.0,2023,5,7,2
ФИЛЁВСКАЯ,Филёвский парк - Филёвский парк,15.0,155.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,2023,2,5,0
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,9.0,1062.0,0.0,3.0,0.0,5.0,5.0,3.0,2.0,2023,6,1,0
ЗАМОСКВОРЕЦКАЯ,Красногвардейск. - Красногвардейск.,7.0,360.0,0.0,4.0,5.0,10.0,10.0,4.0,1.0,2023,2,3,2
БКЛ,Мичурин.пр-т БКЛ - Мичурин.пр-т БКЛ,10.0,285.0,,,,,,,,2023,4,25,2
ФИЛЁВСКАЯ,Кутузовская ФЛ - Кутузовская ФЛ,18.0,512.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,5,12,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,9.0,1084.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,6,27,0
ТАГАНСК-КРАСНОПР,Планерная - Планерная,17.0,136.0,2.0,4.0,0.0,6.0,6.0,4.0,12.0,2023,6,12,1
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,9.0,638.0,0.0,4.0,5.0,11.0,11.0,4.0,2.0,2023,7,7,1
ЛЮБЛИНСКАЯ,Волжская - Волжская,17.0,953.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,4,6,1
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,18.0,1406.0,0.0,4.0,6.0,8.0,8.0,4.0,12.0,2023,6,8,1
КАЛИНИНСКАЯ,Перово - Перово,13.0,602.0,0.0,4.0,0.0,9.0,9.0,4.0,3.0,2023,1,27,0
ТАГАНСК-КРАСНОПР,Планерная - Планерная,23.0,194.0,2.0,4.0,2.0,12.0,12.0,4.0,13.0,2023,7,21,1
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,7.0,131.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,5,10,2
КОЛЬЦЕВАЯ,Добрынинская - Добрынинская,9.0,657.0,0.0,3.0,6.0,10.0,10.0,6.0,5.0,2023,7,12,1
ТАГАНСК-КРАСНОПР,Баррикадная - Баррикадная,17.0,1213.0,0.0,4.0,0.0,10.0,10.0,4.0,5.0,2023,7,15,1
МИНИМЕТРО,Международная - Международная,17.0,18.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,5,21,0
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,21.0,225.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,4,5,0
КАЛИНИНСКАЯ,Третьяковск.КалЛ - Третьяковск.КалЛ,6.0,81.0,0.0,4.0,8.0,8.0,8.0,4.0,5.0,2023,2,13,2
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,23.0,294.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,6,27,1
ЛЮБЛИНСКАЯ,Марьино - Марьино,17.0,354.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,7,9,1
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,23.0,43.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,2,6,0
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,1.0,1.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,1,31,2
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,7.0,195.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,2,25,2
СОКОЛЬНИЧЕСКАЯ,Коммунарка - Коммунарка,14.0,659.0,,,,,,,,2023,5,8,0
АРБАТСК-ПОКРОВСК,Курская АПЛ - Курская АПЛ,1.0,10.0,0.0,4.0,0.0,6.0,6.0,4.0,5.0,2023,4,29,2
БКЛ,Каширская - Каширская,5.0,234.0,1.0,4.0,5.0,5.0,5.0,6.0,2.0,2023,6,19,2
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,1.0,9.0,0.0,4.0,0.0,10.0,10.0,4.0,4.0,2023,6,23,2
КАЛУЖСКО-РИЖСКАЯ,Шаболовская - Шаболовская,11.0,1167.0,0.0,4.0,10.0,7.0,7.0,4.0,5.0,2023,3,20,0
ЛЮБЛИНСКАЯ,Зябликово - Зябликово,4.0,1.0,0.0,4.0,5.0,8.0,8.0,4.0,12.0,2023,3,1,2
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,16.0,581.0,0.0,6.0,8.0,13.0,13.0,4.0,3.0,2023,7,24,1
КАЛУЖСКО-РИЖСКАЯ,Медведково - Медведково,11.0,424.0,0.0,4.0,9.0,10.0,10.0,4.0,2.0,2023,1,1,0
КОЛЬЦЕВАЯ,Краснопресненск. - Краснопресненск.,11.0,403.0,0.0,4.0,0.0,8.0,8.0,3.0,5.0,2023,6,12,0
БКЛ,Каховская - Каховская,17.0,242.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,1,8,0
БКЛ,Сокольники БКЛ - Сокольники БКЛ,16.0,4.0,,,,,,,,2023,2,27,0
ЛЮБЛИНСКАЯ,Бутырская - Бутырская,11.0,295.0,,,,,,,,2023,2,1,2
МЦК,Коптево МЦК - Коптево МЦК,0.0,27.0,,,,,,,,2023,7,8,2
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,2.0,3.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,29,2
АРБАТСК-ПОКРОВСК,Пл. Революции - Пл. Революции,11.0,174.0,0.0,4.0,0.0,10.0,10.0,4.0,4.0,2023,1,22,2
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,7.0,537.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,4,10,1
МИНИМЕТРО,Международная - Международная,17.0,131.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,4,23,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,21.0,120.0,0.0,3.0,5.0,5.0,5.0,3.0,3.0,2023,2,1,0
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,18.0,190.0,,,,,,,,2023,2,22,0
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,10.0,850.0,0.0,4.0,0.0,13.0,13.0,4.0,13.0,2023,7,15,1
НЕКРАСОВСКАЯ,Юго-Восточная - Юго-Восточная,4.0,1.0,,,,,,,,2023,4,27,2
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,14.0,744.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,12,0
СЕРПУХОВ-ТИМИРЯЗ,Серпуховская - Серпуховская,8.0,650.0,0.0,5.0,9.0,11.0,11.0,5.0,5.0,2023,4,12,1
СОЛНЦЕВСКАЯ ЛИН.,Мичуринский пр-т - Мичуринский пр-т,5.0,46.0,,,,,,,,2023,2,2,2
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,1.0,3.0,,,,,,,,2023,3,14,2
ЛЮБЛИНСКАЯ,Селигерская - Селигерская,13.0,985.0,,,,,,,,2023,4,26,0
МЦК,Ботан. сад МЦК - Ботан. сад МЦК,15.0,1293.0,,,,,,,,2023,2,15,0
СЕРПУХОВ-ТИМИРЯЗ,Менделеевская - Менделеевская,6.0,161.0,0.0,5.0,8.0,10.0,10.0,5.0,5.0,2023,4,13,1
БКЛ,Каховская - Каховская,6.0,225.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,1,3,2
КАЛУЖСКО-РИЖСКАЯ,Шаболовская - Шаболовская,6.0,106.0,0.0,4.0,10.0,7.0,7.0,4.0,5.0,2023,1,5,2
ТАГАНСК-КРАСНОПР,Пролетарская - Пролетарская,20.0,843.0,0.0,4.0,0.0,8.0,8.0,4.0,3.0,2023,3,11,0
КАЛУЖСКО-РИЖСКАЯ,Рижская - Рижская,20.0,434.0,0.0,4.0,0.0,7.0,7.0,4.0,5.0,2023,7,22,0
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,15.0,589.0,2.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,7,2,0
СОКОЛЬНИЧЕСКАЯ,Саларьево - Саларьево,2.0,2.0,,,,,,,,2023,3,27,2
КАЛУЖСКО-РИЖСКАЯ,Тургеневская - Тургеневская,3.0,3.0,3.0,6.0,0.0,12.0,12.0,6.0,5.0,2023,3,9,1
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,23.0,355.0,0.0,4.0,8.0,11.0,11.0,4.0,1.0,2023,7,2,0
СЕРПУХОВ-ТИМИРЯЗ,Серпуховская - Серпуховская,19.0,795.0,0.0,5.0,9.0,11.0,11.0,5.0,5.0,2023,4,29,1
КАЛУЖСКО-РИЖСКАЯ,ВДНХ - ВДНХ,10.0,673.0,0.0,5.0,0.0,10.0,10.0,5.0,1.0,2023,1,5,1
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,2.0,1.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,6,28,2
КАЛИНИНСКАЯ,Новокосино - Новокосино,10.0,1417.0,,,,,,,,2023,8,8,0
БКЛ,Электрозав-я БКЛ - Электрозав-я БКЛ,7.0,747.0,,,,,,,,2023,3,25,0
СОЛНЦЕВСКАЯ ЛИН.,Ломоносовск.пр-т - Ломоносовск.пр-т,6.0,189.0,,,,,,,,2023,5,5,2
СОКОЛЬНИЧЕСКАЯ,Спортивная - Спортивная,6.0,263.0,0.0,3.0,6.0,7.0,7.0,3.0,2.0,2023,2,1,2
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,6.0,539.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,3,4,2
КОЛЬЦЕВАЯ,Таганская КЛ - Таганская КЛ,11.0,961.0,0.0,3.0,2.0,10.0,10.0,7.0,5.0,2023,7,27,1
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,20.0,927.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,2,2,1
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,9.0,256.0,0.0,3.0,8.0,4.0,4.0,3.0,12.0,2023,6,4,2
ФИЛЁВСКАЯ,Фили - Фили,0.0,47.0,0.0,0.0,12.0,4.0,4.0,3.0,3.0,2023,4,9,2
БУТОВСКАЯ ЛИНИЯ,Лесопарковая - Лесопарковая,5.0,41.0,,,,,,,,2023,5,22,2
ФИЛЁВСКАЯ,Кутузовская ФЛ - Кутузовская ФЛ,18.0,271.0,0.0,3.0,5.0,5.0,5.0,3.0,2.0,2023,5,6,0
СОЛНЦЕВСКАЯ ЛИН.,Ломоносовск.пр-т - Ломоносовск.пр-т,19.0,67.0,,,,,,,,2023,1,3,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,0.0,65.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,6,28,2
МЦК,Коптево МЦК - Коптево МЦК,5.0,105.0,,,,,,,,2023,8,20,2
ЛЮБЛИНСКАЯ,Борисово - Борисово,19.0,198.0,0.0,4.0,6.0,7.0,7.0,4.0,13.0,2023,5,13,1
ЗАМОСКВОРЕЦКАЯ,Кантемировская - Кантемировская,21.0,396.0,0.0,4.0,5.0,9.0,9.0,4.0,2.0,2023,8,2,0
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,7.0,659.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,6,20,0
СОЛНЦЕВСКАЯ ЛИН.,Парк Победы СолЛ - Парк Победы СолЛ,0.0,30.0,,,,,,,,2023,6,12,2
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,6.0,558.0,0.0,4.0,0.0,6.0,6.0,4.0,4.0,2023,5,7,2
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,16.0,734.0,2.0,4.0,4.0,9.0,9.0,4.0,1.0,2023,1,17,0
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,7.0,191.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,2023,2,10,2
ТАГАНСК-КРАСНОПР,Таганская Р - Таганская Р,5.0,52.0,,,,,,,,2023,1,14,2
МЦК,Шоссе энтуз.МЦК - Шоссе энтуз.МЦК,18.0,389.0,,,,,,,,2023,7,23,0
ЗАМОСКВОРЕЦКАЯ,Аэропорт - Аэропорт,11.0,1094.0,0.0,3.0,0.0,7.0,7.0,3.0,2.0,2023,2,13,0
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,12.0,1062.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,4,0
СОКОЛЬНИЧЕСКАЯ,Б.Рокоссовского - Б.Рокоссовского,18.0,739.0,2.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,3,4,0
СЕРПУХОВ-ТИМИРЯЗ,Нахимовский пр-т - Нахимовский пр-т,4.0,3.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,1,24,2
АРБАТСК-ПОКРОВСК,Строгино - Строгино,16.0,826.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,1,4,1
СОЛНЦЕВСКАЯ ЛИН.,Солнцево - Солнцево,10.0,575.0,,,,,,,,2023,8,4,0
ТАГАНСК-КРАСНОПР,Полежаевская - Полежаевская,6.0,247.0,0.0,4.0,5.0,10.0,10.0,4.0,13.0,2023,4,9,1
СЕРПУХОВ-ТИМИРЯЗ,Южная - Южная,1.0,2.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,17,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,0.0,14.0,0.0,3.0,5.0,10.0,10.0,3.0,12.0,2023,5,18,2
СОКОЛЬНИЧЕСКАЯ,Охотный ряд - Охотный ряд,1.0,5.0,0.0,4.0,0.0,11.0,11.0,4.0,1.0,2023,2,6,2
МЦК,Дел. центр МЦК - Дел. центр МЦК,8.0,345.0,,,,,,,,2023,5,11,2
